DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
31128894.0,Yolanda Alberto Mendoza Castillo,1977-02-21,F,OTRO SECTOR LA BALSA NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE. km.,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
68343107.0,Juan Mónica Ramírez Torres,1995-07-10,M,SAN JOSE DE LIRIO,,,Cutervo
68063548.0,María Luisa Vargas López,1999-01-10,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,,,Cutervo
55057261.0,Jorge Roberto Paredes González,1984-08-30,M,CASERIO SAN ISIDRO,,,Cutervo
54727028.0,Lucía Natalia González Mendoza,1964-07-01,F,VILUCO,"acidez estomacal, náuseas",Gastritis,Cutervo
14493230.0,Carlos Alberto Mendoza Flores,2002-08-31,F,OTRO. SAN ISIDRO NRO. PUERTA SN PISO.01,,,Cutervo
28683103.0,María Luisa Gutiérrez Silva,1975-10-22,M,,"pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
66335301.0,Miguel Alberto Torres Castillo,2019-03-26,F,OTRO. QUEROMARCA NRO. PUERTA SN PISO.01,"fiebre, pérdida de olfato, tos seca",COVID-19,Cutervo
18258904.0,Pedro Luisa Herrera Silva,1973-09-08,F,SAN ANTONIO DE VILUCO,"congestión nasal, dolor de garganta",Gripe,Cutervo
21784870.0,Luis Eduardo Vargas Cruz,2009-09-09,M,CASERIO EL PORVENIR,"ojos llorosos, picazón",Alergia,Cutervo
98620922.0,Carmen Alberto Martínez Vargas,2013-05-10,M,FILADELFIA,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Cutervo
59356438.0,Luis Claudia Silva Pérez,1990-06-25,M,CASERIO SAN JUAN BAUTISTA,"sibilancias, opresión en el pecho",Asma,Cutervo
92128424.0,Pedro Héctor González García,1953-01-02,M,OTRO SAN JUAN NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sed excesiva, cansancio, micción frecuente",Diabetes,Cutervo
43722855.0,Jesús Gloria Paredes Silva,1999-04-12,M,OTRO. CAMINO SAN JUAN CHORRILLO NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
30942535.0,Fernando Carolina Flores Ramírez,1961-09-30,M,YAPANA,"pérdida de olfato, fiebre, dificultad para respirar",COVID-19,Cutervo
40908514.0,Jorge Claudia Castillo Silva,2010-01-16,F,EL CUMBE,fiebre,,Cutervo
32379296.0,Patricia Eduardo López Flores,2011-05-14,M,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,acidez estomacal,Gripe,Cutervo
25252386.0,Marta Andrés Torres Sánchez,1995-03-28,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Cutervo
69463299.0,Jorge Laura Paredes Torres,2012-07-01,M,CASERIO SAN JUAN DE CHORRILLOS,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,Cutervo
12968818.0,Ana Héctor Sánchez Vargas,1998-02-17,F,05SANTA RITA,"ojos llorosos, picazón, estornudos",Alergia,Cutervo
73082452.0,Miguel Claudia Martínez Rodríguez,1978-02-13,M,OTRO CAMINO CALLAYUC YAPANA SN   PISO 01,"dolor de garganta, tos, fiebre",Gripe,Cutervo
11783629.0,Miguel Sara López González,1997-07-16,M,SAN JUAN DE CHORRILLOS,,,Cutervo
95290425.0,Pedro Raúl González Torres,2016-11-19,M,OTRO. QUEROMARCA NRO. PUERTA SN PISO.02,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
45169446.0,Pedro Marco Castillo López,1992-12-01,M,OTRO FRENTE A LA INSTITUCIONI SN   PISO 01,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
43868432.0,Verónica Sánchez Rodríguez,2000-05-18,M,CUCHEA,"fiebre, tos, dolor de garganta",Gripe,Cutervo
14275740.0,Ana Mónica Rojas Paredes,1987-05-17,F,OTRO. PAMPA EL CHINE NRO. PUERTA SN PISO.01,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
76335383.0,Marta Gloria Herrera Sánchez,1985-02-27,M,CASERIO SAN JUAN DE CHORRILLOS,,COVID-19,Cutervo
24570727.0,Jorge Diego Pérez Silva,1978-12-04,F,COMERCIO SN,,Asma,Cutervo
61821200.0,María Gloria Mendoza Silva,2018-09-15,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.02,"cansancio, sed excesiva, micción frecuente",Diabetes,Cutervo
57952473.0,Miguel Roberto Martínez Rodríguez,2005-01-01,M,EL CUMBE,"náuseas, dolor abdominal",Gripe,Cutervo
24156390.0,Luis Sánchez Flores,2024-07-18,M,CALLAYUC,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Cutervo
59651781.0,Carmen Gloria Herrera Mendoza,1987-07-11,M,CALLAYUC,,,Cutervo
38428385.0,Patricia Andrés Rojas Gutiérrez,1986-08-08,M,CASERIO SAN JUAN BAUTISTA,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,Cutervo
25979909.0,Sandra Alberto González Rodríguez,2022-02-26,M,C.P SAN JOSE,,,Cutervo
11812819.0,Fernando Pérez Mendoza,1993-02-28,F,CASERIO CHURAZ,,Gripe,Cutervo
28930959.0,Rosa Natalia Torres Gutiérrez,1997-04-09,M,OTRO. CAMINO A HUARTILLAS NRO. PUERTA SN PISO.01,"cansancio, micción frecuente",Gastritis,Cutervo
69423028.0,José Sara Ramírez Silva,1986-04-15,F,CASERIO YANGUA,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
51182695.0,Ángel Alberto Ramírez Gutiérrez,1950-05-11,M,SECTOR EL CAMPO,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
80295839.0,Patricia Carolina Herrera García,2004-02-24,F,LA PACCHA MIRAFLORES,"estornudos, ojos llorosos",Alergia,Cutervo
20470200.0,Juan Carolina Sánchez Flores,1963-04-23,F,CASERIO YAPANA,"tos seca, dificultad para respirar",COVID-19,Cutervo
15257959.0,Patricia Sara Cruz Rojas,2022-12-01,F,CASERIO LA UNION CUMBE,pérdida de olfato,Gastritis,Cutervo
41005614.0,Verónica Eduardo González Mendoza,1984-05-08,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,,,Cutervo
32713435.0,Ángel Pablo Sánchez Cruz,2017-07-29,F,OTRO. NUEVO PIURITA NRO. PUERTA SN PISO.01,,COVID-19,Cutervo
47487275.0,Carlos Mónica Silva Herrera,1968-10-09,M,CASERIO SAN JOSE DE,"ojos llorosos, picazón, estornudos",Alergia,Cutervo
58209914.0,Miguel Héctor Sánchez Flores,2021-07-15,F,CASERIO CHONTAS ALTAS,"opresión en el pecho, dificultad para respirar",Gastritis,Cutervo
51650996.0,Patricia Gloria Delgado Paredes,2021-12-23,M,OTRO. SAN JUAN DE CHIPLE NRO. PUERTA SN PISO.01,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
63085715.0,Ángel Gloria Mendoza Paredes,2004-10-06,M,CASERIO CHURAZ,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
18162054.0,Lucía Olga Cruz Torres,1999-07-10,F,CALLAYUC,"visión borrosa, mareos",Hipertensión,Cutervo
37838112.0,María Luisa Sánchez Torres,2023-01-25,M,CASERIO SALLOF,,,Cutervo
80120091.0,Miguel Diego Pérez Herrera,1980-03-29,M,SAN ISIDRO,"picazón, ojos llorosos, estornudos",Alergia,Cutervo
39052899.0,Lucía Gloria Gutiérrez Paredes,1979-03-06,M,EL CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
23106949.0,Ana Eduardo Martínez Pérez,1934-07-10,M,CASERIO FILADELFIA,"pérdida de olfato, fiebre, dificultad para respirar",COVID-19,Cutervo
61317845.0,Carlos Carolina Silva González,2022-03-19,M,CASERIO BATANCILLO,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
21135379.0,Carmen Roberto Vargas Pérez,1965-04-15,M,EL CUMBE,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
36737928.0,Miguel Raúl Vargas Torres,2003-10-19,F,HUERTILLAS,mareos,Hipertensión,Cutervo
30114860.0,Luis Pablo Vargas Sánchez,2007-11-02,F,CASERIO SAN JUAN DE CHORRILLOS,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
90736252.0,Juan Claudia Silva Herrera,2020-10-20,F,CASERIO SAN ANTONIO DE VILUCO,,,Cutervo
95765196.0,Jorge Sara Torres González,2003-01-06,F,SAN JUAN BAUTISTA,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
77491979.0,José David López Ramírez,1937-08-14,F,GRAMALOTILLO,"micción frecuente, cansancio",Alergia,Cutervo
70671304.0,Patricia Andrés Cruz Delgado,1986-10-21,F,CALLAYUC,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
54216017.0,Rosa Pablo Pérez Sánchez,2014-09-12,F,CASERIO CUCHEA,,,Cutervo
26234056.0,Luis Laura Castillo Gutiérrez,2015-12-29,F,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,,,Cutervo
29797324.0,José Natalia Vargas Delgado,1983-06-26,M,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Cutervo
77688890.0,Carmen Mónica Castillo López,1999-11-20,M,CASERIO GRAMALOTILLO,estornudos,Diabetes,Cutervo
42065375.0,Carlos Gloria Pérez González,1985-11-30,F,SAN JOSE DE LIRIO,"cansancio, sed excesiva",Diabetes,Cutervo
77392586.0,Jesús Andrés Cruz Torres,1988-05-15,M,NOGAL,"visión borrosa, dolor de cabeza",Diabetes,Cutervo
66957462.0,Patricia Héctor García Rodríguez,1997-02-25,M,05LA PALMA,"fiebre, tos seca",COVID-19,Cutervo
26728285.0,Ángel Isabel Martínez Rodríguez,2015-05-13,M,OTRO. YAPANA NRO. PUERTA SN PISO.02,,Migraña,Cutervo
74305173.0,Yolanda Alberto Mendoza Cruz,2016-07-05,M,EL CUMBE,,Hipertensión,Cutervo
91473504.0,Jorge Sara Herrera Flores,1998-08-07,M,BATANCILLO,"ojos llorosos, picazón, estornudos",Alergia,Cutervo
78415497.0,Carlos Diego Rojas Herrera,1965-11-22,M,EL CUMBE,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
95054231.0,Ángel Carolina Mendoza Torres,1990-06-25,M,CASERIO SAN JUAN BAUTISTA,"sibilancias, opresión en el pecho",Asma,Cutervo
89008664.0,Lucía Diego Rojas Rodríguez,2012-03-05,M,BATANCILLO,,,Cutervo
92172998.0,Luis Laura Cruz Mendoza,2010-02-11,F,CALLAYUC,"cansancio, sed excesiva",Migraña,Cutervo
54393226.0,Marta Diego Pérez Rodríguez,2022-04-08,F,CALLAE COMERCIO S/N,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
50666933.0,María Mónica Rojas Ramírez,2024-04-24,F,SAN ANTONIO DE VILUCO,,Gripe,Cutervo
45721931.0,Marta Natalia Delgado Silva,2005-05-04,F,C.P.EL CUMBE,,,Cutervo
45047263.0,Marta Natalia García Herrera,1998-02-13,M,SANTA ROSA,dolor de cabeza,,Cutervo
35229912.0,Jorge Sara Castillo Rodríguez,2004-12-19,M,CHURAZ,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
50424159.0,José Claudia Rodríguez Cruz,1952-12-04,M,SAN JOSE DE LIRIO,"fiebre, pérdida de olfato",COVID-19,Cutervo
98068373.0,Juan Roberto Ramírez González,2000-11-03,F,OTRO POZA SECA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,,Gripe,Cutervo
37524495.0,Jorge Luisa Delgado Flores,2010-09-02,M,VISTA ALEGRE,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
85536200.0,Marta David Herrera Cruz,1947-04-06,M,SAN ISIDRO,,Diabetes,Cutervo
55638014.0,Ángel Héctor Torres Ramírez,2004-05-29,F,SAN ISIDRO,"mareos, dolor de cabeza",Gripe,Cutervo
87244766.0,Jorge Martínez Ramírez,2000-07-24,M,CASERIO EL PORVENIR,"cansancio, sed excesiva, micción frecuente",Diabetes,Cutervo
57791668.0,Sandra Pablo López Rodríguez,1999-12-01,M,CASERIO SANTA RITA,náuseas,Migraña,Cutervo
39849898.0,María Carolina Ramírez Vargas,2013-06-18,F,EL SALLOC,dolor abdominal,Hipertensión,Cutervo
11621758.0,Juan Pablo Rojas Rodríguez,2001-01-01,M,SAN ANTONIO DE VILUCO,pérdida de olfato,Gripe,Cutervo
98561092.0,María Roberto García Mendoza,2015-08-30,F,UNION SAN JOSE,"sed excesiva, micción frecuente",Asma,Cutervo
79473703.0,Luis Roberto Cruz Rojas,1978-10-18,M,CALLAYUC,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
21245747.0,Sandra Carolina Delgado Rodríguez,2018-09-15,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.02,"cansancio, sed excesiva, micción frecuente",Diabetes,Cutervo
11602614.0,Ana Claudia Herrera López,1994-03-13,F,,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
64650713.0,Miguel Diego González Rojas,1951-06-22,M,OTRO PAMPA EL CHINE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. KM.,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
89595857.0,José López Flores,1989-11-10,M,JR. SAENS PEÑA NRO. PUERTA SN PISO.01,"sed excesiva, cansancio, micción frecuente",Diabetes,Cutervo
66902735.0,Miguel Claudia Gutiérrez Silva,1962-09-13,M,OTRO CAMINO AL PORVENIR SN   PISO 01,,Gastritis,Cutervo
50810458.0,Juan Héctor Herrera Silva,1950-08-05,F,PACCHA,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
64655937.0,María Mónica Delgado Mendoza,2011-09-10,M,SAN ISIDRO,sensibilidad a la luz,Alergia,Cutervo
20829448.0,Luis Olga Silva Ramírez,1996-12-10,M,C.P.EL CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
72739960.0,Juan Alberto Herrera Torres,2000-09-05,F,PUQUIO,"dificultad para respirar, opresión en el pecho",Asma,Cutervo
81498945.0,Sandra Natalia Rojas Martínez,2003-02-11,F,LA PALMA,"estornudos, picazón",Alergia,Cutervo
64800430.0,Fernando Diego Herrera López,1954-11-14,M,PACCHA,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
23458344.0,Miguel Natalia González Silva,1988-12-28,M,CASERIO VILUCO,,Diabetes,Cutervo
38888575.0,Ángel Héctor Delgado Rojas,2019-07-18,M,OTRO. AGUA DULCE NRO. PUERTA SN PISO.01,"cansancio, micción frecuente",Alergia,Cutervo
77703416.0,Fernando Olga Rodríguez Castillo,2004-11-12,M,CASERIO CHONTAS,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
99744903.0,Jesús Héctor Silva Paredes,1988-06-05,F,CASERIO YANGUA,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
57907014.0,Jesús Olga Torres Silva,2010-08-04,F,batancillo,acidez estomacal,Migraña,Cutervo
21120353.0,Marta Roberto Pérez Cruz,1997-01-08,M,EL CUMBE,"náuseas, dolor de cabeza",Diabetes,Cutervo
23657049.0,Rosa Isabel López Herrera,2009-03-19,M,SAN ISIDRO,"dolor de garganta, fiebre",Gripe,Cutervo
20983400.0,Luis Olga González Torres,1949-10-02,M,CASERIO SALLO,"dolor de cabeza, mareos",Hipertensión,Cutervo
14526402.0,Carmen Alberto González Vargas,2000-04-24,F,PUQUIO,"dolor de garganta, congestión nasal",Gripe,Cutervo
46529796.0,Patricia Ramírez Torres,1994-05-05,F,CASERIO CUCHEA,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
32992274.0,Pedro Pablo Ramírez Silva,2010-11-20,M,SANTA RITA,"tos seca, dificultad para respirar",COVID-19,Cutervo
84276403.0,Fernando David Delgado Rodríguez,1986-12-25,M,CASERIO CUCHEA,"visión borrosa, mareos",Hipertensión,Cutervo
49154193.0,Miguel David Castillo Rojas,1985-01-18,M,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,tos,Migraña,Cutervo
75073652.0,Carmen Andrés Castillo López,2017-12-27,M,CARR. CHOLOQUE NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
61119140.0,Fernando Sara Torres García,2022-07-30,F,CAS. CHONTAS BAJAS,"cansancio, sed excesiva",Diabetes,Cutervo
42146858.0,Miguel Marco Pérez Sánchez,1963-01-14,M,JR. SAENS PEÑA SN   PISO 01,"dolor de garganta, congestión nasal, tos",Gripe,Cutervo
59536640.0,José Castillo Martínez,1956-08-23,F,CALLE SAENZ PEÑA SN CALLAYUC,"dolor de cabeza, mareos",Hipertensión,Cutervo
30657181.0,María Mónica Sánchez Ramírez,2017-04-28,M,,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
81842972.0,Lucía Héctor Sánchez Silva,1998-04-18,F,OTRO. HUABAL NRO. PUERTA SN PISO.01,"micción frecuente, cansancio",Diabetes,Cutervo
91341985.0,Pedro Gloria Delgado López,1980-06-06,F,CALLAYUC,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
78775428.0,Lucía Natalia López Delgado,2008-10-24,F,EL PORVENIR,,Migraña,Cutervo
64412126.0,Rosa Olga Pérez Castillo,1972-02-24,F,,picazón,Diabetes,Cutervo
16468448.0,Patricia Sara Mendoza Silva,2023-10-31,F,CALLAYUC,fiebre,,Cutervo
85928484.0,Patricia Pablo Torres Ramírez,2004-05-05,F,San Juan de chorrillos,fiebre,,Cutervo
76967131.0,Juan Pablo Paredes Flores,1961-10-28,M,EL CUMBE,"tos, dolor de garganta",Gripe,Cutervo
31834962.0,Juan Sara Martínez Mendoza,2002-08-07,M,OTRO SAN JUAN BAUTISTA}  NRO: SN PISO: 01,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
68153563.0,Fernando Diego Gutiérrez Rodríguez,2000-11-02,M,CHURAZ,fiebre,,Cutervo
20279325.0,Lucía Roberto Castillo Cruz,2016-10-01,M,OTRO. LA CONGA NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
67536068.0,Miguel Pablo Pérez López,1960-12-31,M,CRR. A CHURAS SN   PISO 01,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
60522751.0,Marta Sara Torres Delgado,1970-10-08,M,CASERIO UNION SAN JOSE,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
89537899.0,Verónica Claudia Ramírez Rodríguez,1979-09-09,F,SAN JOSE DE LIRIO,"tos, fiebre, congestión nasal",Gripe,Cutervo
92525633.0,Rosa Sara Sánchez Torres,1972-05-05,M,CASERIO UNION SAN JOSE,"pérdida de olfato, tos seca, fiebre",COVID-19,Cutervo
52648263.0,Juan Eduardo Rodríguez González,2000-10-21,M,EL CUMBE,mareos,Diabetes,Cutervo
56762929.0,Fernando Sara Ramírez Vargas,2020-04-02,F,CASERIO PUQUIO,"picazón, estornudos",Alergia,Cutervo
94792477.0,María Laura Vargas Castillo,1997-05-27,M,CASERIO YAPANA,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
38690238.0,Ángel Natalia Vargas Silva,1998-09-27,F,CASERIO SAN ISIDRO,,,Cutervo
88456584.0,María Laura Martínez Ramírez,2001-12-30,M,CASERIO HUERTILLAS,,Migraña,Cutervo
92164575.0,María Alberto Sánchez Torres,1938-06-23,M,EL CUMBE,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
38271905.0,Patricia Andrés Castillo Pérez,2020-01-01,M,CASERIO SAN ISIDRO,"náuseas, dolor de cabeza",Migraña,Cutervo
61294597.0,Yolanda Carolina Torres Paredes,2015-05-13,M,OTRO. YAPANA NRO. PUERTA SN PISO.02,,Migraña,Cutervo
94703766.0,Juan Laura Rojas Castillo,1980-08-15,M,CASERIO YAPANA,tos,Asma,Cutervo
56059095.0,Sandra Isabel Flores Delgado,2008-01-07,F,LA LIBERTAD,"náuseas, dolor abdominal",Gastritis,Cutervo
67067500.0,Marta Eduardo Castillo Herrera,2003-04-18,F,CASERIO LAGUNAS,"fiebre, dolor de garganta",Gripe,Cutervo
26071516.0,Verónica Olga González Paredes,1961-05-13,F,SAN JUAN DE CHORRILLOS,,,Cutervo
75004062.0,Luis Héctor Pérez Rodríguez,1974-11-14,M,EL CUMBE,,,Cutervo
87105786.0,José Pérez Ramírez,1999-11-12,F,VILUCO,,,Cutervo
62201393.0,Juan Héctor Delgado Mendoza,2007-02-02,F,CASERIO CHONTAS ALTAS,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,Cutervo
58050524.0,Ángel Natalia Gutiérrez Ramírez,1998-04-08,F,CENTRO POBLADO EL CUMBE,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
45234236.0,Patricia Carolina Mendoza Pérez,2021-03-26,F,CENTRO POBLADO SAN JOSE,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
54564682.0,Sandra Mónica Delgado González,1985-10-14,M,BATANCILLO,tos,,Cutervo
30305604.0,José Luisa González Rodríguez,2003-09-10,F,CASERIO MERENDANA,"ojos llorosos, picazón, estornudos",Alergia,Cutervo
45828642.0,Marta Laura Silva Rodríguez,1996-10-22,F,OTRO. SAN ISIDRO NRO. PUERTA SN PISO.01,,,Cutervo
71569702.0,María Isabel Pérez Gutiérrez,1949-11-29,M,,dolor de cabeza,,Cutervo
69094618.0,Ana Roberto González Flores,1979-03-28,M,CASERIO SAN JOSE DE LIRIO,náuseas,Gastritis,Cutervo
50984193.0,Fernando Claudia Ramírez Vargas,2007-12-12,M,CASERIO CHONTAS,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
78855828.0,Jesús Claudia García Flores,2006-04-25,M,CAS. EL SALLOF,náuseas,Alergia,Cutervo
22651963.0,María Natalia González López,1987-08-15,M,EL CUMBE,"dolor de cabeza, mareos",Hipertensión,Cutervo
42758654.0,Jesús Pérez Silva,2007-05-07,F,CASERIO SAN JUAN,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
51639823.0,Verónica Roberto Cruz Sánchez,2010-05-13,F,VILUCO,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
20808138.0,María García Torres,2000-12-10,F,CASERIO YAPANA,dolor de cabeza,,Cutervo
86014443.0,Carmen Gloria Martínez Sánchez,2006-09-27,M,CALLAYUC,fiebre,,Cutervo
75310760.0,María Sara Vargas Castillo,1962-01-11,F,CASERIO SAN JOSE,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
69920894.0,Carmen Pablo Mendoza Flores,2005-04-19,M,SAN ANTONIO DE VILUCO,"congestión nasal, tos, dolor de garganta",Gripe,Cutervo
98558322.0,Luis Claudia López Martínez,2006-01-04,F,cas. el sallof,,,Cutervo
18074046.0,Jesús Marco Sánchez López,1973-05-22,M,CAS PUQUIO,"mareos, visión borrosa",Hipertensión,Cutervo
87287351.0,Luis David Mendoza López,1961-06-25,M,CASERIO LA LLANGUA,"tos seca, dificultad para respirar",COVID-19,Cutervo
16293723.0,Carmen Andrés Gutiérrez Martínez,2023-10-29,M,EL SALLOF,,Hipertensión,Cutervo
68127211.0,María Olga Herrera López,2014-10-26,M,CASERIO EL LIMON,"sibilancias, dificultad para respirar",Asma,Cutervo
61543850.0,Juan Eduardo López Gutiérrez,2002-04-21,F,CALLE. CALLAYUC NRO. PUERTA SN PISO.02,"congestión nasal, tos",Gripe,Cutervo
80732862.0,Lucía Alberto Rodríguez Torres,1988-06-07,F,CLL. SN SN   PISO 01,"pérdida de olfato, tos seca",COVID-19,Cutervo
71585512.0,Carlos Sara García González,1980-08-12,F,CALLAYUC,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,Cutervo
56763766.0,Carlos Luisa Flores Martínez,1976-05-01,M,CARR. SAN JOSE NRO. PUERTA SN PISO.02,"opresión en el pecho, sibilancias",Asma,Cutervo
48350437.0,Patricia Raúl Silva Mendoza,2006-07-30,M,,"fiebre, pérdida de olfato",COVID-19,Cutervo
85444133.0,Yolanda Luisa López González,1977-06-19,M,CASERIO SAN JUAN BAUTISTA,"náuseas, dolor abdominal",Gastritis,Cutervo
42235622.0,Marta Diego Herrera Flores,1998-08-29,F,OTRO. LA PACCHA MERAFLORES NRO. PUERTA SN PISO.01,"picazón, ojos llorosos",Alergia,Cutervo
61372658.0,Ana Natalia Cruz Sánchez,1980-06-22,M,CHONTAS BAJAS,,,Cutervo
72111483.0,José Natalia Pérez Cruz,1953-09-23,F,JUNTAS,"congestión nasal, dolor de garganta",Gripe,Cutervo
49308043.0,Juan Roberto Cruz García,1988-12-20,M,CARR. FERNANDO BELAUNDE TERRY NRO. PUERTA SN PISO.01,,Migraña,Cutervo
67723260.0,Carlos Luisa Paredes Vargas,1989-02-22,M,,"visión borrosa, dolor de cabeza",Diabetes,Cutervo
54373353.0,José Natalia Torres Ramírez,1979-01-26,M,CASERIO SAN ISIDRO,ojos llorosos,Diabetes,Cutervo
33877535.0,Patricia Héctor García Paredes,1998-04-12,F,SAN JOSE DE LIRIO,"sed excesiva, micción frecuente",Diabetes,Cutervo
36844142.0,Carmen Natalia Castillo Sánchez,1996-06-29,F,OTRO. PINDOC NRO. PUERTA SN PISO.01,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
82084476.0,José Andrés Flores Cruz,2001-12-30,M,CASERIO HUERTILLAS,,Migraña,Cutervo
82411355.0,Ana Pablo Vargas García,1972-10-22,F,CASERIO YAPANA,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
21674423.0,Miguel Sara Torres Castillo,2004-10-16,F,CENTRO POBLADO EL CUMBE,"micción frecuente, cansancio",Diabetes,Cutervo
13572409.0,Patricia Mónica Silva López,2008-12-20,M,CALLAYUC,"fiebre, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
